央视频道,#genre#
CCTV5+,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV11,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV10,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV5,http://182.150.23.74:808/hls/5/index.m3u8
CCTV10,http://182.150.23.74:808/hls/10/index.m3u8
CETV2,http://183.11.239.36:808/hls/78/index.m3u8
CCTV7,https://tv.bfsu.edu.cn/hls/cctv7hd.m3u8
CCTV1,http://zjzcf.synology.me:35455/gaoma/cctv1.m3u8
CETV4,http://111.43.126.240:9003/hls/36/index.m3u8
CCTV13,https://tv.bfsu.edu.cn/hls/cctv13hd.m3u8
CCTV4欧洲,http://rihou.cc:555/tv/CCTV4欧洲
CCTV8,https://tv.bfsu.edu.cn/hls/cctv8hd.m3u8
CCTV8,http://rihou.cc:555/tv/CCTV8酒店
CCTV12,http://rihou.cc:555/tv/CCTV12酒店
CCTV14,https://tv.bfsu.edu.cn/hls/cctv14hd.m3u8
CCTV17,https://tv.bfsu.edu.cn/hls/cctv17hd.m3u8
CCTV16,https://tv.bfsu.edu.cn/hls/cctv16hd.m3u8
CCTV3,https://tv.bfsu.edu.cn/hls/cctv3hd.m3u8
CCTV15,https://tv.bfsu.edu.cn/hls/cctv15hd.m3u8
CCTV2,https://tv.bfsu.edu.cn/hls/cctv2hd.m3u8
CCTV-9纪录 (1080p),https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV9,http://rihou.cc:555/tv/CCTV9酒店
CETV1,http://183.11.239.36:808/hls/122/index.m3u8
CCTV1,https://tv.bfsu.edu.cn/hls/cctv1hd.m3u8
CETV1,http://111.43.126.240:9003/hls/34/index.m3u8
CCTV4,https://tv.bfsu.edu.cn/hls/cctv4hd.m3u8
CCTV11,https://tv.bfsu.edu.cn/hls/cctv11hd.m3u8
CCTV5+,http://rihou.cc:555/tv/CCTV5赛事
CCTV11,http://rihou.cc:555/tv/CCTV11酒店
CCTV9,https://tv.bfsu.edu.cn/hls/cctv9hd.m3u8
CCTV10,http://rihou.cc:555/tv/CCTV10酒店
CCTV6,https://tv.bfsu.edu.cn/hls/cctv6hd.m3u8
CCTV10,https://tv.bfsu.edu.cn/hls/cctv10hd.m3u8
CCTV5,http://rihou.cc:555/tv/CCTV5酒店
CCTV12,https://tv.bfsu.edu.cn/hls/cctv12hd.m3u8
CCTV13,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
CCTV3,http://rihou.cc:555/tv/CCTV3酒店
CCTV17,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000494/index.m3u8
CCTV5+,https://tv.bfsu.edu.cn/hls/cctv5phd.m3u8
CCTV1,http://rihou.cc:555/tv/CCTV1酒店
CCTV4美洲,http://rihou.cc:555/tv/CCTV4美洲
CCTV17,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/index.m3u8
CCTV15,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/index.m3u8
CCTV5,https://tv.bfsu.edu.cn/hls/cctv5hd.m3u8
CCTV2,http://rihou.cc:555/tv/CCTV2酒店
CCTV6,http://rihou.cc:555/tv/CCTV6酒店
CCTV7,http://rihou.cc:555/tv/CCTV7酒店
CCTV11,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000497/index.m3u8
CETV4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
CCTV4,http://rihou.cc:555/tv/CCTV4酒店
CCTV12,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000377/index.m3u8
CCTV14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/index.m3u8
CCTV16,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/index.m3u8
重温经典,http://mtw.so/5NPX0U
CCTV9,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000373/index.m3u8
CCTV13,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8?
CCTV14,http://www.freetv.top/migu/624878440.m3u8?migutoken=303d044cf07163e1e2e8e4ecc8b6696ed836301cf573b626d3c00ec50cd362cc5e6a93afc2fd102cb883155554597d14eaa697edc9b0a30e56fc0115f81d8fbb8b87129e5bedad7d2173178f03
CETV1,http://120.198.95.220:9901/tsfile/live/1039_1.m3u8?key=txiptv
重温经典,http://mtw.so/5NPX0U
CCTV10,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/index.m3u8
CCTV14,http://rihou.cc:555/tv/CCTV14酒店
CCTV8,http://zjzcf.synology.me:35455/gaoma/cctv8.m3u8
CCTV12,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/index.m3u8
CCTV7,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000380/index.m3u8
CCTV8,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000371/index.m3u8
CCTV6,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010214/index.m3u8
CCTV10,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000375/index.m3u8
CCTV11,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/index.m3u8
CCTV9,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010052/index.m3u8
CCTV17,http://www.freetv.top/migu/673168256.m3u8?migutoken=698e0ff1ba47e7b3e38326199e2ee0a1b7bd0b0dd192935d111a196fb0a283c3070537cce6951301b2cc3e6f7de31ffdb9b7c4095d6c008d8333e21e5070375ca86124640133c9fa4c6ffa847f
CCTV8,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010216/index.m3u8
CCTV16,http://rihou.cc:555/tv/CCTV16酒店
CCTV7,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010215/index.m3u8
CCTV16(4K),http://rihou.cc:555/tv/CCTV16(4K)
CGTN,http://rihou.cc:555/tv/CGTN
CCTV6,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000379/index.m3u8
CCTV13,http://www.freetv.top/migu/608807423.m3u8?migutoken=d8e7d5104925c13570533f5db2f808b4613be4d2901d3d406a67fca92ee219bc3692dff97d63d38123fde519465b77404b0a2c0c59bec5e83ad2be42019845acc7e59290159021d585352689cc
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/index.m3u8
CCTV4K,http://rihou.cc:555/tv/CCTV4K
CCTV8K,http://rihou.cc:555/tv/CCTV8K
CCTV15,http://rihou.cc:555/tv/CCTV15酒店
CCTV2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/index.m3u8
CCTV8,http://www.freetv.top/migu/624878356.m3u8?migutoken=e6e1b0f11b3900539ca13088ccf9da6d0a771d58a295315011db1676c607e4bfd4d2ecf8b5f89e888d98843c67f6657703a3192a098894da656341d37aaa2d4abf591b1a09d80e6fff894dd29d
CGTN外语纪录,http://rihou.cc:555/tv/CGTN外语纪录
CCTV17,http://rihou.cc:555/tv/CCTV17酒店
CGTN阿拉伯语,http://rihou.cc:555/tv/CGTN阿拉伯语
CCTV6,http://www.freetv.top/migu/624878396.m3u8?migutoken=3adcad950884d4ecc6c6967edee9c162189a1e09480eb5c29b369864aeedaed43c3f951d7eb6c32d86baac49792aacb3264b8f074e746477064fd7b1f172f00a9d84373825617d4366e8c54f0c
CCTV9,http://www.freetv.top/migu/673168140.m3u8?migutoken=b6b3dff09079aa89b4ea1988e02de40fa003df2db6f755979b0c414bdfffe3225adf1ec44edf5934481e00ada14c3b23dc6e93bb72f70ed2319f17002205dc998b6ce2dde3d00bf5701f8261ec
CCTV12,http://www.freetv.top/migu/673168185.m3u8?migutoken=21a3954b28c73a4240272889ec94c3318c23068f666c79e61379cb154a890e4e7e3c998a578b29a381972f128751898531cb713221ff95385afec91149321ad772e31489fa01e553c8223e976a
CCTV13,http://rihou.cc:555/tv/CCTV13酒店
CGTN西班牙语,http://rihou.cc:555/tv/CGTN西班牙语
CETV2,https://piccpndali.v.myalicdn.com/audio/cetv2_2.m3u8
CGTN法语,http://rihou.cc:555/tv/CGTN法语
CCTV1,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000131/index.m3u8
CCTV10,http://www.freetv.top/migu/624878405.m3u8?migutoken=994dc87ce4767211215bbc02fa208301259959a2d995deb9996c41b650e244fc75c3d5bae41d623bed5ba96aa38c7ea483d856771c119f74e8bb93fb60dc8304e146d0bf46405e88554d84e414
CGTN俄语,http://rihou.cc:555/tv/CGTN俄语
CCTV3,http://www.freetv.top/migu/624878271.m3u8?migutoken=21306af96cf9259457600792df858b0d339bc7203aeb7e1a6ee6ec6ec3832a2736936029fe2583dcf971676870fdf0afbdee5be786e50af2ac6a8825673cc860d7988f44d0c5c4bc1931259698
CCTV7,http://www.freetv.top/migu/673168121.m3u8?migutoken=bea4d574a7f96c7e95fb2000e191d57743cfdadfa9a4819385a46bf2bf269d9cf13b9bcc1494158b5bc16ce7d6751825800030253b91daf31a298122a2511f45821009cbeca64d12349bc0227d
CETV1,https://piccpndali.v.myalicdn.com/audio/cetv1_2.m3u8
CCTV-风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8
CCTV3,http://120.76.248.139/live/bfgd/4200000062.m3u8
CCTV第一剧场,http://rihou.cc:555/tv/CCTV第一剧场
CCTV世界地理,http://rihou.cc:555/tv/CCTV世界地理
CCTV17,http://120.76.248.139/live/bfgd/4200000204.m3u8
CCTV风云剧场,http://rihou.cc:555/tv/CCTV风云剧场
CCTV怀旧剧场,http://rihou.cc:555/tv/CCTV怀旧剧场
CCTV1,http://www.freetv.top/migu/608807420.m3u8?migutoken=491f039071b1e5ca7ea22dab208a3373abd0aa38187ac74446778154f03126d09cf16f03bab30bbbe6b3654715b39584417cebbd010b1b65144b4d683dc814c330efffb70a09c7630ddbb49120
CCTV2,http://www.freetv.top/migu/631780532.m3u8?migutoken=d69d5e5f850768f4609f5e7c6f63984da2c614f71e21226d8dea3a6e40d20f871ca2d383cd042bac96e3e8178933a15192f0ffaef2e700eb95de835faecc0bb802bd0c50099bf3d1abe4ea5174
CCTV兵器科技,http://rihou.cc:555/tv/CCTV兵器科技
CCTV风云音乐,http://rihou.cc:555/tv/CCTV风云音乐
CCTV风云足球,http://rihou.cc:555/tv/CCTV风云足球
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
CCTV高尔夫·网球,http://rihou.cc:555/tv/CCTV高尔夫·网球
CCTV央视文化精品,http://rihou.cc:555/tv/CCTV央视文化
CCTV电视指南,http://rihou.cc:555/tv/CCTV电视指南
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV卫生健康,http://rihou.cc:555/tv/CCTV卫生健康
CETV4,https://piccpndali.v.myalicdn.com/audio/cetv4_2.m3u8
CCTV央视台球,http://rihou.cc:555/tv/CCTV央视台球
CCTV13,http://120.76.248.139/live/bfgd/4200000067.m3u8
江苏卫视,http://rihou.cc:555/tv/江苏卫视4K
安徽卫视HD,http://120.76.248.139/live/bfgd/4200000096.m3u8
CCTV女性时尚,http://rihou.cc:555/tv/CCTV女性时尚
湖南卫视,http://rihou.cc:555/tv/湖南卫视
东方卫视,http://rihou.cc:555/tv/东方卫视4K
CGTN,http://120.76.248.139/live/bfgd/4200000134.m3u8
江苏卫视HD,http://120.76.248.139/live/bfgd/4200000085.m3u8
浙江卫视,http://rihou.cc:555/tv/浙江卫视4K
黑龙江卫视,http://rihou.cc:555/tv/黑龙江卫视
CCTV15,http://120.76.248.139/live/bfgd/4200000133.m3u8
甘肃卫视HD,http://120.76.248.139/live/bfgd/4200000119.m3u8
河北卫视HD,http://120.76.248.139/live/bfgd/4200000108.m3u8
CCTV-1,http://120.76.248.139/live/bfgd/4200000489.m3u8
北京卡酷少儿,http://120.76.248.139/live/bfgd/4200000106.m3u8
CCTV4,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8
山东教育卫视,http://120.76.248.139/live/bfgd/4200000112.m3u8
CCTV-电视指南,http://120.76.248.139/live/bfgd/4200000164.m3u8
深圳卫视,http://rihou.cc:555/tv/szws
北京卫视,http://rihou.cc:555/tv/北京卫视4K
CCTV-怀旧剧场,http://120.76.248.139/live/bfgd/4200000224.m3u8
CCTV-女性时尚,http://120.76.248.139/live/bfgd/4200000176.m3u8
湖北卫视,http://rihou.cc:555/tv/湖北卫视
辽宁卫视HD,http://120.76.248.139/live/bfgd/4200000058.m3u8
重庆卫视,http://rihou.cc:555/tv/重庆卫视
CCTV12,http://120.76.248.139/live/bfgd/4200000131.m3u8
中央新影-发现之旅,http://120.76.248.139/live/bfgd/4200000151.m3u8
海南卫视,http://rihou.cc:555/tv/海南卫视
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8
四川卫视,http://rihou.cc:555/tv/四川卫视4K
湖南卫视HD,http://120.76.248.139/live/bfgd/4200000086.m3u8
CCTV11,http://120.76.248.139/live/bfgd/4200000130.m3u8
广西卫视,http://rihou.cc:555/tv/广西卫视
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
河南卫视,http://rihou.cc:555/tv/河南卫视
福建东南卫视,http://rihou.cc:555/tv/福建东南卫视
广东卫视,http://rihou.cc:555/tv/广东卫视酒店
贵州卫视,http://rihou.cc:555/tv/贵州卫视
江西卫视,http://rihou.cc:555/tv/江西卫视
辽宁卫视,http://rihou.cc:555/tv/辽宁卫视
CCTV14,https://event.pull.hebtv.com/jishi/cp2.m3u8#rtsp://103.251.96.71/PLTV/88888888/224/3221225783/10000100000000060000000000726027_0.smil?icpid=SSPID&amp;accounttype=1&amp;limitflux=-1&amp;limitdur=-1&amp;accountinfo=:20240213104135
CCTV7,http://120.76.248.139/live/bfgd/4200000127.m3u8
陕西卫视,http://rihou.cc:555/tv/陕西卫视
安徽卫视,http://rihou.cc:555/tv/安徽卫视
云南卫视,http://rihou.cc:555/tv/云南卫视
CCTV14,https://event.pull.hebtv.com/jishi/cp2.m3u8
河北卫视,http://rihou.cc:555/tv/河北卫视
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8
山东卫视,http://rihou.cc:555/tv/山东卫视
天津卫视,http://rihou.cc:555/tv/天津卫视
吉林卫视,http://rihou.cc:555/tv/吉林卫视
CCTV6,http://zzssw01.55555.io:9901/tsfile/live/0006_1.m3u8
宁夏卫视,http://rihou.cc:555/tv/宁夏卫视
内蒙古卫视,http://rihou.cc:555/tv/内蒙古卫视
山西卫视,http://rihou.cc:555/tv/山西卫视
大湾区卫视,http://rihou.cc:555/tv/大湾区卫视1
东南卫视HD,http://120.76.248.139/live/bfgd/4200000483.m3u8
西藏卫视,http://rihou.cc:555/tv/西藏卫视
甘肃卫视,http://rihou.cc:555/tv/甘肃卫视
CCTV3,http://gmxw.7766.org:808/hls/91/index.m3u8
CCTV5,http://gmxw.7766.org:808/hls/93/index.m3u8
兵团卫视,http://rihou.cc:555/tv/兵团卫视
青海卫视,http://rihou.cc:555/tv/青海卫视
延边卫视,http://rihou.cc:555/tv/延边卫视
新疆卫视,http://rihou.cc:555/tv/新疆卫视
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV3,http://zjzcf.synology.me:35455/gaoma/cctv3.m3u8
海峡卫视,http://rihou.cc:555/tv/海峡卫视
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CETV1,http://rihou.cc:555/tv/CETV1
CCTV5,http://zjzcf.synology.me:35455/gaoma/cctv5.m3u8
CCTV5+,http://zjzcf.synology.me:35455/gaoma/cctv5p.m3u8
三沙卫视,http://rihou.cc:555/tv/三沙卫视
CETV2,http://rihou.cc:555/tv/CETV2
CCTV11,https://piccpndali.v.myalicdn.com/audio/cctv11_2.m3u8
CCTV2,http://zjzcf.synology.me:35455/gaoma/cctv2.m3u8
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV5,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000376/index.m3u8
CETV4,http://rihou.cc:555/tv/CETV4
农林卫视,http://rihou.cc:555/tv/农林卫视
CCTV13,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
CCTV4,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000485/index.m3u8
CETV3,http://rihou.cc:555/tv/CETV3
CHC华诚影视,http://120.76.248.139/live/bfgd/4200000289.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010139/index.m3u8
黑龙江卫视HD,http://120.76.248.139/live/bfgd/4200000095.m3u8
CCTV4,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010017/index.m3u8
CCTV10,https://www.freetv.top/migu/624878405.m3u8?migutoken=e7e8abe9ae322869a93e8450014e08c5949217331c53007abb9f6eee64b06cc42f81828befee8b129005bcdebf805a1bbd19f0949e8329cf7ff4ab9379e930cfb8185ddf66c83b972ea6481e86
CCTV5+,https://piccpndali.v.myalicdn.com/audio/cctv5plus_2.m3u8
CCTV3,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000382/index.m3u8
厦门卫视,http://rihou.cc:555/tv/厦门卫视
CCTV5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/index.m3u8
CCTV13,https://www.freetv.top/migu/608807423.m3u8?migutoken=ac19a58805588401a8e818b6dd00df9b327912af3611ba95f89235e7020821668a2b6dc65ccc3904967da59d0a9742565c56ea582baf8915d068035054818ef0f369dab64705a6a7f7120529ec
广东卫视HD,http://120.76.248.139/live/bfgd/4200000092.m3u8
CCTV3,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010212/index.m3u8
CCTV5+,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000132/index.m3u8
云南卫视HD,http://120.76.248.139/live/bfgd/4200000482.m3u8
中国教育2,http://120.76.248.139/live/bfgd/4200000492.m3u8
CCTV,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
东方卫视HD,http://120.76.248.139/live/bfgd/4200000093.m3u8
CCTV12,https://www.freetv.top/migu/673168185.m3u8?migutoken=37acadb43b1d7932b0a1e8a4f2d01a06b42a10c31f3ccb417bae200ac3028f30a8110509f2cd6cd130aee4b21c85693aa49817f3381e4d28e140d8db1a20b6fecea22fec17a70ff1341efe6081
CCTV17,https://www.freetv.top/migu/673168256.m3u8?migutoken=1f0018205f02ce70108aadafba7fcfec39c929e9d2523f79a212c4165da5603e21b87da7118e6b0cea3eeeeccd815040f7765b3fb939716daf20de611d8c89feb7e0fbd64b5fec9a152f7776b9
CCTV4,http://www.freetv.top/migu/631780421.m3u8?migutoken=7acf39385ea80b0efa77b918418fcf998d00455e8b98e02dff92961440d989e3b7da00ef24731d327c410f2ef9ceb51e2137c20b2b606646542ce4643521747bf78b7533b3ec604bba63ffdf43
世界地理,http://dassby.qqff.top:99/live/世界地理/index.m3u8
CCTV9,https://www.freetv.top/migu/673168140.m3u8?migutoken=749c49cdc31bb395e0349adc81010adc8707f80e51e9d3491ad67bfa71388ad768f7b52c8064338a7ef45eb7ddb192fb4937b21681c82499a0c16653ad9a9bec98ff5ce6ab183e4029bbdf269e
CCTV14,https://www.freetv.top/migu/624878440.m3u8?migutoken=239edad94ac0bbff14f123c7f8996ed7639110bd6cf64ec8ba8cf85842224956d452ec8b683385cb27f8a7685224a03e3aa4d914b8fe33249da9df699351b105c795452d03f2be0a1f1e39adb0
风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8
CCTV5,http://www.freetv.top/migu/641886683.m3u8?migutoken=cea30189b17e30fb3b4876609eb6e3128f840f8ab5db6f9643403213dc9980613938be69b13fe0290d2c44f0052b78d90c669a2f92e28951f92da861b7cba070b55ec1b4fe1a92a2c133c43c4c
央视台球,http://dassby.qqff.top:99/live/高尔夫网球/index.m3u8
CCTV9,http://120.76.248.139/live/bfgd/4200000128.m3u8
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8
CCTV17,https://piccpndali.v.myalicdn.com/audio/cctv17_2.m3u8
重庆卫视HD,http://120.76.248.139/live/bfgd/4200000107.m3u8
CCTV15,https://www.freetv.top/migu/673168223.m3u8?migutoken=4e8d5766579c6bef231494cabd07e5b49d965804790214280c9791e4c331fd90311cb62ea43d3a1899229bfa57be4afe5a567b32a6b78153fc9a9801e28a39435e078b48c211e71d6083519be4
CCTV11,https://www.freetv.top/migu/667987558.m3u8?migutoken=0960d7e074be53abeacd988e7daaca6d1477b1f255f98a01c33c7adf74ac246fe65a23451c3cff9b1203a6285cec778b6d488bd805e9d2433abe3ca23eb24e4f2a5f36bba821773558e1dec231
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV7,https://www.freetv.top/migu/673168121.m3u8?migutoken=44446ab398991313e6a822efdaec82f3b845a2e8f141c172aa857c477255724bbb28fc01d33f764c51106c446af1c57e8815b58822075b194f4cf55cde28fe55f54330d4586c92e75e8aa50a48
CCTV8,https://www.freetv.top/migu/624878356.m3u8?migutoken=170b73b07e0cf0d307afea3545da5b9609d7c15461a2f4ac0f43634101df9baf391a446b91e5f84446b6a3b0934bb4730e2f3c4a32a565f904f22c8ff745a094d45dfd49c54f31b0b78156a080
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
CCTV5,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV3,https://www.freetv.top/migu/624878271.m3u8?migutoken=51e795d34fc334fbfef3a00a9e095b441f8925223bf27482f2ced0a43e8533d469a5ced1cafaef5b17edf9089617ff31ded949f9e74e8844747cb04332f3d81a317734e4e8f189538db2f108a7
CCTV16,http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8
风云音乐,https://ls.qingting.fm/live/1886/64k.m3u8
CCTV16,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8
CCTV16,http://lu.wqwqwq.sbs/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=6f589f929945331767ef466f5f4cb6ccee0346b95c4bae5bbd6b99321f160d076257570ccc9b882f37a0bd95f05b1a1b9830393bd269f71445b0e5d01684c40a8cf16759a5bbdf9d5dff243250
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8
传奇剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_1052_720P_t10/c54_fast_1052_720P_t10.m3u8?d
CCTV5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=03a1b82e35e58cd89a95034ecb29e77e50493397000ec2b1e4d1ce59af01e6420d6dbc068c8230ec03be3a35a20eed8714e0959e3570a08713a7a2e8d86085eabf8f1aa85744c80c38343988b2
浙江卫视HD,http://120.76.248.139/live/bfgd/4200000094.m3u8
海南卫视HD,http://120.76.248.139/live/bfgd/4200000473.m3u8
北京卫视HD,http://120.76.248.139/live/bfgd/4200000083.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000636.m3u8
陕西卫视HD,http://120.76.248.139/live/bfgd/4200000512.m3u8
深圳卫视HD,http://120.76.248.139/live/bfgd/4200000100.m3u8
中国教育1,http://120.76.248.139/live/bfgd/4200000135.m3u8
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8
湖北卫视HD,http://120.76.248.139/live/bfgd/4200000102.m3u8
广西卫视HD,http://120.76.248.139/live/bfgd/4200000116.m3u8
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8
四川卫视HD,http://120.76.248.139/live/bfgd/4200000103.m3u8
山东卫视HD,http://120.76.248.139/live/bfgd/4200000099.m3u8
CCTV-世界地理,http://120.76.248.139/live/bfgd/4200000177.m3u8
CCTV10,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV14,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV5,https://www.freetv.top/migu/641886683.m3u8?migutoken=3e5c01f93922de8d1c940fe15bb47349b27e8f7a2e624dde1a83dff3b2a80f58b7624151a3a4d00488edee34f202818557340903382fae02bb754084eb942bd50e59061df36fab62fb5b908903
CCTV6,https://www.freetv.top/migu/624878396.m3u8?migutoken=ee6c3d925888b2938ca61a2c94d84986ff15ec0fedd3e1e35bcf4ffada20fbeead007033b33efc350632bb959d9bee9da36bac91ec304513f63032fb12e8f570416fc533ede1c4ef94197eb07c
贵州卫视HD,http://120.76.248.139/live/bfgd/4200000101.m3u8
江西卫视HD,http://120.76.248.139/live/bfgd/4200000098.m3u8
CCTV4,https://www.freetv.top/migu/631780421.m3u8?migutoken=fefc6a44400a0dd448699ae0ce3d6e2c5a0f49b8d48adb36e747c4fbab039337eb3244f9951acbddaf26b7bf51597a7d1b43c8845e67fd5914ece875dcad325bb388200bc0f12fdff727d03e2d
